"","G_ID","GDAY_DS","T_ID","WLS","P1","P2","P3","P4","D1","D2","D3","B1","B2","B3","B4","C1","C2","C3","C4","S1","S2","YEAR","W","WS","WC","p1","p2","p3","p4","d1","d2","d3","b1","b2","b3","b4","c1","c2","c3","c4","s1","s2"
"11","20160414OBHH0",20160414,"HH","L",0.48780487804878,17,0.170731707317073,0.666666666666667,0,1,2,0.161290322580645,1,0.161290322580645,0.161290322580645,0,0.032258064516129,0.166666666666667,3,0,0.589285714285714,2016,"LOOSE",0,6,0.674249530956848,1,0.445892996212255,0.586416490486258,1,0.625,0.875,0.24036604210933,0.3125,0.101422223840915,0.166755699317703,0.375,0.289060944635822,0.339814814814815,0.1875,0.375,0.375
"12","20160415LGHH0",20160415,"HH","L",0.545454545454545,18,0.159090909090909,1.11111111111111,0,2,1,0.272727272727273,2,0.314285714285714,0.272727272727273,0,0.0303030303030303,0.0909090909090909,6,0,0.589285714285714,2016,"LOOSE",0,6,0.759615384615385,1,0.420170042221929,0.868305144467935,1,0.875,0.625,0.486594991834513,0.375,0.42634170833355,0.276037556930659,0.375,0.285462394659141,0.247222222222222,0.375,0.375,0.375
"13","20160417LGHH0",20160417,"HH","L",0.424242424242424,6,0.333333333333333,0.666666666666667,0,0,1,0.205882352941176,11,0.386363636363636,0.205882352941176,0,0.117647058823529,0.142857142857143,12,1,1,2016,"LOOSE",0,6,0.580128205128205,0.505478087649402,0.805197750362845,0.586416490486258,1,0.375,0.625,0.338895737935893,0.9375,0.579415085406272,0.21048535905911,0.375,0.446232906852661,0.310714285714286,0.75,0.625,0.835
"14","20160419HHLT0",20160419,"HH","L",0.310344827586207,3.72413793103448,0.275862068965517,1.03448275862069,0,0,0,0.210526315789474,6,0.318181818181818,0.315789473684211,1,0.0789473684210526,0.2,11,0,0.589285714285714,2016,"LOOSE",0,6,0.411472148541114,0.384582360214315,0.678202104499274,0.819703652402129,1,0.375,0.375,0.349156949259376,0.625,0.434615944932076,0.318266972822646,0.625,0.375,0.380555555555556,0.6875,0.375,0.375
"15","20160420HHLT0",20160420,"HH","L",0.552631578947368,11.25,0.157894736842105,0.875,0,2,0,0.277777777777778,2,0.315789473684211,0.444444444444444,1,0.111111111111111,0.375,7,0,0.589285714285714,2016,"LOOSE",0,6,0.770242914979757,0.784362549800797,0.417526831410893,0.718551797040169,1,0.875,0.375,0.497754491017964,0.375,0.42953527333649,0.444433869685126,0.625,0.434202460361989,0.594444444444444,0.4375,0.375,0.375
"16","20160421HHLT0",20160421,"HH","W",0.272727272727273,5,0.272727272727273,0.444444444444444,1,1,0,0.393939393939394,9,0.511627906976744,0.575757575757576,0,0.272727272727273,0.333333333333333,10,2,0.5,2016,"WIN",3,9,0.355769230769231,0.452357237715803,0.671275069270352,0.445472163495419,1,0.625,0.375,0.754422972237343,0.8125,0.845441413254213,0.573207520615013,0.375,0.731682591767686,0.543518518518518,0.625,0.875,0.275
"17","20160422HHOB0",20160422,"HH","L",0.5,9,0.117647058823529,0.375,0,0,1,0.212121212121212,4,0.297297297297297,0.393939393939394,1,0.0606060606060606,0.25,9,0,0.589285714285714,2016,"LOOSE",0,9,0.692307692307692,0.664840637450199,0.328590561768975,0.401427061310782,1,0.375,0.625,0.352681001633097,0.5,0.390263055057097,0.3949055424044,0.625,0.341239919297709,0.441666666666667,0.5625,0.375,0.375
"18","20160423HHOB0",20160423,"HH","L",0.344827586206897,3.375,0.172413793103448,0.5,0,1,0,0.181818181818182,1,0.205882352941176,0.303030303030303,1,0.0606060606060606,0.25,5,0,0.589285714285714,2016,"LOOSE",0,9,0.462533156498674,0.366035856573705,0.449609941944848,0.480708245243129,1,0.625,0.375,0.28572400653239,0.3125,0.196123242974576,0.305754553299094,0.625,0.341239919297709,0.441666666666667,0.3125,0.375,0.375
"19","20160424HHOB0",20160424,"HH","L",0.214285714285714,5.625,0.214285714285714,1.125,3,2,0,0.129032258064516,4,0.181818181818182,0.32258064516129,1,0.032258064516129,0,7,0,0.589285714285714,2016,"LOOSE",0,9,0.269230769230769,0.485557768924303,0.54213534107402,0.877114164904862,1,0.875,0.375,0.169089240873093,0.5,0.145017663983683,0.324926809020665,0.625,0.289060944635822,0.136111111111111,0.4375,0.375,0.375
"20","20160426HTHH0",20160426,"HH","W",0.258064516129032,2,0.354838709677419,0.444444444444444,0,0,0,0.222222222222222,7,0.382352941176471,0.444444444444444,1,0.111111111111111,0.125,8,0,0.589285714285714,2016,"WIN",3,12,0.334057071960298,0.292994687915007,0.852718701718245,0.445472163495419,1,0.375,0.375,0.375,0.6875,0.57089748890779,0.444433869685126,0.625,0.434202460361989,0.288888888888889,0.5,0.375,0.375
"21","20160428HTHH0",20160428,"HH","W",0.2,1.63636363636364,0.325,0.454545454545455,0,0,0,0.236842105263158,6,0.333333333333333,0.342105263157895,0,0.0789473684210526,0.285714285714286,11,2,1,2016,"WIN",3,15,0.248076923076923,0.27367801521188,0.786783381712627,0.451878723813185,1,0.375,0.375,0.40730381342578,0.625,0.466793531704119,0.344073838089971,0.375,0.375,0.485317460317461,0.6875,0.875,0.835
"22","20160429SSHH0",20160429,"HH","W",0.363636363636364,5,0.242424242424242,0.444444444444444,0,2,0,0.394736842105263,3,0.425,0.763157894736842,3,0.263157894736842,0.5,7,0,0.589285714285714,2016,"WIN",3,18,0.490384615384615,0.452357237715803,0.604313728724106,0.445472163495419,1,0.875,0.375,0.756184998424204,0.4375,0.661467931674983,0.756983682367179,1,0.714068636618665,0.747222222222222,0.4375,0.375,0.375
"23","20160430SSHH0",20160430,"HH","L",0.454545454545455,6,0.0909090909090909,0.666666666666667,0,2,0,0.225806451612903,4,0.264705882352941,0.290322580645161,0,0.0645161290322581,0.4,6,0,0,2016,"LOOSE",0,18,0.625,0.505478087649402,0.269507025992875,0.586416490486258,1,0.875,0.375,0.382919644581804,0.5,0.321047991618981,0.293292587080073,0.375,0.348437019251072,0.625,0.375,0.375,0
"24","20160501SSHH0",20160501,"HH","W",0.342857142857143,8,0.2,0.777777777777778,0,1,0,0.285714285714286,7,0.405405405405405,0.714285714285714,1,0.321428571428572,0.363636363636364,4,1,1,2016,"WIN",3,21,0.459615384615385,0.6117197875166,0.510567851959361,0.656888653981677,1,0.625,0.375,0.515290846877673,0.6875,0.619854484998164,0.709056646870717,0.625,0.821325042079671,0.580555555555556,0.25,0.625,0.835
"25","20160503HHSK0",20160503,"HH","W",0.272727272727273,2,0.272727272727273,0.222222222222222,0,0,0,0.178571428571429,12,0.41025641025641,0.464285714285714,1,0.25,0.2,7,2,1,2016,"WIN",3,24,0.355769230769231,0.292994687915007,0.671275069270352,0.304527836504581,1,0.375,0.375,0.2785500427716,1,0.630156664546802,0.463891426831125,0.625,0.68984944828876,0.380555555555556,0.4375,0.875,0.835
"26","20160504HHSK0",20160504,"HH","L",0.354838709677419,5.625,0.0645161290322581,1.125,0,0,0,0.21875,7,0.342105263157895,0.40625,1,0.03125,0,11,0,0,2016,"LOOSE",0,24,0.477357320099256,0.485557768924303,0.211185858420338,0.877114164904862,1,0.375,0.375,0.367327844311377,0.6875,0.485422660887934,0.406978072179077,0.625,0.287205442304096,0.136111111111111,0.6875,0.375,0
"27","20160505HHSK0",20160505,"HH","L",0.604166666666667,21.375,0.104166666666667,0.625,1,0,0,0.333333333333333,3,0.380952380952381,0.641025641025641,3,0.153846153846154,0.25,9,1,1,2016,"LOOSE",0,24,0.846554487179487,1,0.298802612481858,0.559989429175476,1,0.375,0.375,0.620508982035928,0.4375,0.567923090130542,0.637213358947027,1,0.512863072031765,0.441666666666667,0.5625,0.625,0.835
"28","20160506HHKT0",20160506,"HH","L",0.571428571428571,11.25,0.171428571428571,0.75,0,3,0,0.27027027027027,1,0.282051282051282,0.486486486486487,0,0.0810810810810811,0.181818181818182,9,0,0.589285714285714,2016,"LOOSE",0,24,0.798076923076923,0.784362549800797,0.447432873730044,0.639270613107822,1,1,0.375,0.481166046285807,0.3125,0.357884776475664,0.48566285563773,0.375,0.37892743594539,0.358333333333333,0.5625,0.375,0.375
"29","20160507HHKT0",20160507,"HH","L",0.523809523809524,19.125,0.214285714285714,0.75,0,0,1,0.324324324324324,7,0.431818181818182,0.648648648648649,2,0.243243243243243,0.333333333333333,7,3,1,2016,"LOOSE",0,24,0.727564102564103,1,0.54213534107402,0.639270613107822,1,0.375,0.625,0.600602848357339,0.6875,0.675947845722402,0.64468894431206,0.875,0.677412567795025,0.543518518518518,0.4375,1,0.835
"30","20160508HHKT0",20160508,"HH","L",0.454545454545455,7.875,0.121212121212121,0.625,0,1,0,0.133333333333333,6,0.257142857142857,0.266666666666667,1,0.133333333333333,0.4,5,0,0.589285714285714,2016,"LOOSE",0,24,0.625,0.6050796812749,0.336468366539121,0.559989429175476,1,0.625,0.375,0.178592814371258,0.625,0.304986238221843,0.270094157656972,0.625,0.475105978430272,0.625,0.3125,0.375,0.375
"31","20160511NCHH0",20160511,"HH","W",0.285714285714286,5,0.228571428571429,1,0,1,0,0.361111111111111,3,0.41025641025641,0.583333333333333,0,0.138888888888889,0.333333333333333,10,0,0.589285714285714,2016,"WIN",3,27,0.375,0.452357237715803,0.573702830188679,0.797832980972516,1,0.625,0.375,0.68188622754491,0.4375,0.630156664546802,0.580636769707122,0.375,0.485331857947343,0.543518518518518,0.625,0.375,0.375
"32","20160512NCHH0",20160512,"HH","L",0.416666666666667,12,0.277777777777778,1,0,0,1,0.181818181818182,3,0.25,0.333333333333333,0,0.0303030303030303,0,8,0,0.589285714285714,2016,"LOOSE",0,27,0.568910256410256,0.824203187250996,0.682435292694727,0.797832980972516,1,0.375,0.625,0.28572400653239,0.4375,0.289816804457879,0.33547154966753,0.375,0.285462394659141,0.136111111111111,0.5,0.375,0.375
"33","20160513HHHT0",20160513,"HH","L",0.259259259259259,4.5,0.0740740740740741,0.625,0,0,0,0.1875,4,0.277777777777778,0.25,0,0.0625,0.333333333333333,7,0,0,2016,"LOOSE",0,27,0.335826210826211,0.425796812749004,0.23230628124496,0.559989429175476,1,0.375,0.375,0.298278443113772,0.5,0.348809046873293,0.253749809654332,0.375,0.344726014587619,0.543518518518518,0.4375,0.375,0
"34","20160514HHHT0",20160514,"HH","L",0.388888888888889,9,0.0833333333333333,0.375,0,0,2,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0,0,3,0,0.589285714285714,2016,"LOOSE",0,27,0.527777777777778,0.664840637450199,0.252766690856313,0.401427061310782,1,0.375,0.875,0.252245508982036,0.25,0.11284007721164,0.172028069641135,0.375,0.229684870020572,0.136111111111111,0.1875,0.375,0.375
"35","20160515HHHT0",20160515,"HH","L",0.375,9,0.21875,1.125,0,0,0,0.428571428571429,5,0.48936170212766,0.523809523809524,0,0.166666666666667,0.285714285714286,13,3,0.75,2016,"LOOSE",0,27,0.507211538461539,0.664840637450199,0.552000181422351,0.877114164904862,1,0.375,0.375,0.830945252352438,0.5625,0.798154212505589,0.522264098269123,0.375,0.536461255532698,0.485317460317461,0.8125,1,0.555
"36","20160517HHSS0",20160517,"HH","L",0.361111111111111,4.6551724137931,0.194444444444444,0.517241379310345,0,1,1,0.25,2,0.289473684210526,0.472222222222222,2,0.0833333333333333,0,6,1,1,2016,"LOOSE",0,27,0.486645299145299,0.434039703255942,0.49829160619255,0.491643580957935,1,0.625,0.625,0.436377245508982,0.375,0.373647885785046,0.471674449689525,0.875,0.383073062776635,0.136111111111111,0.375,0.625,0.835
"37","20160518HHSS0",20160518,"HH","L",0.558823529411765,14.625,0.147058823529412,1,0,0,3,0.1875,3,0.235294117647059,0.1875,0,0.0625,0.333333333333333,6,0,0.589285714285714,2016,"LOOSE",0,27,0.779411764705882,0.963645418326693,0.393582451122684,0.797832980972516,1,0.375,1,0.298278443113772,0.4375,0.258585617296778,0.192458504644434,0.375,0.344726014587619,0.543518518518518,0.375,0.375,0.375
"38","20160519HHSS0",20160519,"HH","W",0.432432432432432,6,0.108108108108108,0.222222222222222,0,0,0,0.27027027027027,7,0.386363636363636,0.783783783783784,4,0.243243243243243,0.333333333333333,8,1,1,2016,"WIN",3,30,0.592255717255717,0.505478087649402,0.307512111167772,0.304527836504581,1,0.375,0.375,0.481166046285807,0.6875,0.579415085406272,0.777210684874001,1,0.677412567795025,0.543518518518518,0.5,0.625,0.835
"39","20160520KTHH0",20160520,"HH","W",0.333333333333333,2,0.303030303030303,0.222222222222222,0,1,0,0.352941176470588,6,0.45,0.735294117647059,2,0.323529411764706,0.363636363636364,6,1,1,2016,"WIN",3,33,0.445512820512821,0.292994687915007,0.738236409816599,0.304527836504581,1,0.625,0.375,0.663834096512857,0.625,0.714560949848855,0.729658766201775,0.875,0.825191971308815,0.580555555555556,0.375,0.625,0.835
"40","20160521KTHH0",20160521,"HH","D",0.340909090909091,6,0.272727272727273,0.5,0,0,0,0.319148936170213,10,0.407407407407407,0.553191489361702,1,0.170212765957447,0.3125,14,0,0.589285714285714,2016,"WIN",1,34,0.456730769230769,0.505478087649402,0.671275069270352,0.480708245243129,1,0.375,0.375,0.589167409861129,0.875,0.624106178145221,0.551077842468305,0.625,0.542988412671253,0.518055555555555,0.875,0.375,0.375
"41","20160522KTHH0",20160522,"HH","L",0.638297872340426,18,0.0851063829787234,0.555555555555556,0,1,2,0.275,1,0.292682926829268,0.725,3,0.175,0.2,7,1,1,2016,"LOOSE",0,34,0.897094926350246,1,0.256684641632956,0.515944326990839,1,0.625,0.875,0.491616766467066,0.3125,0.380463420852295,0.719563727729557,1,0.551800074808304,0.380555555555556,0.4375,0.625,0.835
"42","20160524HHWO0",20160524,"HH","L",0.2,2.25,0.24,0.5,1,1,0,0.15625,4,0.25,0.21875,0,0.03125,0.142857142857143,8,0,0,2016,"LOOSE",0,34,0.248076923076923,0.306274900398406,0.598956821480406,0.480708245243129,1,0.625,0.375,0.229229041916168,0.5,0.289816804457879,0.223104157149383,0.375,0.287205442304096,0.310714285714286,0.5,0.375,0
"43","20160525HHWO0",20160525,"HH","L",0.447368421052632,9.34615384615385,0.131578947368421,0.692307692307692,0,1,2,0.378378378378378,3,0.414634146341463,0.756756756756757,2,0.216216216216216,0.222222222222222,7,0,0.589285714285714,2016,"LOOSE",0,34,0.614372469635628,0.683228623965676,0.3593761935681,0.602679297446739,1,0.625,0.875,0.720039650428872,0.4375,0.639453753407768,0.750706336761613,0.875,0.627665045820086,0.407716049382716,0.4375,0.375,0.375
"44","20160526HHWO0",20160526,"HH","W",0.32258064516129,6,0.258064516129032,0.666666666666667,0,1,0,0.342105263157895,6,0.418604651162791,0.447368421052632,0,0.131578947368421,0.333333333333333,10,0,0,2016,"WIN",3,37,0.429590570719603,0.505478087649402,0.638874420618943,0.586416490486258,1,0.625,0.375,0.639891270091396,0.625,0.647885996793295,0.447301299159273,0.375,0.471876753319619,0.543518518518518,0.625,0.375,0
"45","20160527LTHH0",20160527,"HH","W",0.424242424242424,7,0.151515151515152,0.444444444444444,1,2,0,0.41025641025641,8,0.488888888888889,0.615384615384615,0,0.282051282051282,0.368421052631579,12,2,1,2016,"WIN",3,40,0.580128205128205,0.558598937583001,0.403429707085368,0.445472163495419,1,0.875,0.375,0.790476738830032,0.75,0.797150089230433,0.612068208173736,0.375,0.748844907041092,0.58640350877193,0.75,0.875,0.835
"46","20160528LTHH0",20160528,"HH","W",0.387096774193548,6,0.0645161290322581,1.22222222222222,0,3,0,0.333333333333333,3,0.384615384615385,0.722222222222222,1,0.222222222222222,0.375,6,0,0.589285714285714,2016,"WIN",3,43,0.525124069478908,0.505478087649402,0.211185858420338,0.938777307963354,1,1,0.375,0.620508982035928,0.4375,0.575702286932574,0.716839669729117,0.625,0.638720050703406,0.594444444444444,0.375,0.375,0.375
"47","20160529LTHH0",20160529,"HH","W",0.3125,2,0.25,0,0,1,0,0.3125,4,0.371428571428571,0.6875,2,0.28125,0.8,3,1,1,2016,"WIN",3,46,0.414663461538462,0.292994687915007,0.621054063860668,0.163583509513742,1,0.625,0.375,0.574476047904192,0.5,0.547697178445257,0.682788944723618,0.875,0.747370020572284,1,0.1875,0.625,0.835
"48","20160531SKHH0",20160531,"HH","W",0.34375,4,0.28125,0.222222222222222,0,1,0,0.4,4,0.435897435897436,0.685714285714286,1,0.228571428571429,0.444444444444444,8,0,0.589285714285714,2016,"WIN",3,49,0.4609375,0.399236387782204,0.690107946298984,0.304527836504581,1,0.625,0.375,0.767814371257485,0.5,0.684611042161029,0.681037764580478,0.625,0.650406770151487,0.67932098765432,0.5,0.375,0.375
"49","20160601SKHH0",20160601,"HH","L",0.461538461538462,7,0.205128205128205,0.222222222222222,0,0,0,0.285714285714286,0,0.285714285714286,0.457142857142857,0,0.0571428571428571,0.333333333333333,6,0,0,2016,"LOOSE",0,49,0.635355029585799,0.558598937583001,0.521899771128726,0.304527836504581,1,0.375,0.375,0.515290846877673,0.25,0.365663973277696,0.456886706258566,0.375,0.334865345053301,0.543518518518518,0.375,0.375,0
"50","20160602SKHH0",20160602,"HH","W",0.166666666666667,1,0.233333333333333,0.222222222222222,0,1,0,0.303030303030303,4,0.378378378378378,0.484848484848485,1,0.121212121212121,0.111111111111111,9,1,0.5,2016,"WIN",3,52,0.198717948717949,0.239873837981408,0.584225326560232,0.304527836504581,1,0.625,0.375,0.55355198693522,0.5,0.562456627512897,0.484056531509707,0.625,0.452794968574845,0.271913580246913,0.5625,0.625,0.275
"51","20160603HHSS0",20160603,"HH","W",0.266666666666667,2.25,0.222222222222222,0.416666666666667,1,1,0,0.2,5,0.26530612244898,0.288888888888889,1,0.0888888888888889,0.25,10,3,0.75,2016,"WIN",3,55,0.346794871794872,0.306274900398406,0.559672835026609,0.427854122621564,1,0.625,0.375,0.325898203592814,0.5625,0.322322733952087,0.291886621660491,0.625,0.393298942293706,0.441666666666667,0.625,1,0.555
"52","20160604HHSS0",20160604,"HH","W",0.485714285714286,7,0.142857142857143,0.777777777777778,1,2,1,0.324324324324324,3,0.358974358974359,0.648648648648649,1,0.216216216216216,0.4,6,0,0.589285714285714,2016,"WIN",3,58,0.671153846153846,0.558598937583001,0.384297895500726,0.656888653981677,1,0.875,0.625,0.600602848357339,0.4375,0.521247909318347,0.64468894431206,0.625,0.627665045820086,0.625,0.375,0.375,0.375
"53","20160605HHSS0",20160605,"HH","W",0.361111111111111,4.5,0.166666666666667,0.5,0,0,1,0.25,7,0.333333333333333,0.35,0,0.15,0.285714285714286,13,1,1,2016,"WIN",3,61,0.486645299145299,0.425796812749004,0.436910377358491,0.480708245243129,1,0.375,0.625,0.436377245508982,0.6875,0.466793531704119,0.351815897670169,0.375,0.505783616981485,0.485317460317461,0.8125,0.625,0.835
"54","20160607HTHH0",20160607,"HH","W",0.32258064516129,3,0.258064516129032,0.444444444444444,0,2,0,0.275862068965517,6,0.388888888888889,0.551724137931034,2,0.172413793103448,0.285714285714286,7,0,0,2016,"WIN",3,64,0.429590570719603,0.346115537848606,0.638874420618943,0.445472163495419,1,0.875,0.375,0.493521577534586,0.625,0.584778016534946,0.549638868322805,0.875,0.54703975158484,0.485317460317461,0.4375,0.375,0
"55","20160608HTHH0",20160608,"HH","W",0.161290322580645,3,0.161290322580645,0.333333333333333,0,1,0,0.333333333333333,4,0.4,0.5,1,0.138888888888889,0.2,11,2,1,2016,"WIN",3,67,0.19075682382134,0.346115537848606,0.42503013951964,0.375,1,0.625,0.375,0.620508982035928,0.5,0.608374913501111,0.498915029693924,0.625,0.485331857947343,0.380555555555556,0.6875,0.875,0.835
"56","20160609HTHH0",20160609,"HH","L",0.409090909090909,12,0.181818181818182,0.333333333333333,1,0,0,0.161290322580645,2,0.212121212121212,0.290322580645161,1,0.032258064516129,0,6,0,0.589285714285714,2016,"LOOSE",0,67,0.557692307692308,0.824203187250996,0.470391047631614,0.375,1,0.375,0.375,0.24036604210933,0.375,0.209372837527771,0.293292587080073,0.625,0.289060944635822,0.136111111111111,0.375,0.375,0.375
"57","20160610LGHH0",20160610,"HH","W",0.2,0.9,0.142857142857143,0.4,0,0,1,0.25,1,0.25,0.416666666666667,1,0.0555555555555556,0.2,7,0,0.589285714285714,2016,"WIN",3,70,0.248076923076923,0.234561752988048,0.384297895500726,0.417283298097252,1,0.375,0.625,0.436377245508982,0.3125,0.289816804457879,0.417193289680727,0.625,0.331943665191281,0.380555555555556,0.4375,0.375,0.375
"58","20160611LGHH0",20160611,"HH","L",0.394736842105263,5,0.184210526315789,0.222222222222222,0,1,1,0.242424242424242,8,0.390243902439024,0.242424242424242,0,0.0909090909090909,0.222222222222222,11,0,0.589285714285714,2016,"LOOSE",0,70,0.536437246963563,0.452357237715803,0.475677469253686,0.304527836504581,1,0.625,0.625,0.419637996733805,0.75,0.587655686896673,0.246320560562223,0.375,0.397017443936277,0.407716049382716,0.6875,0.375,0.375
"59","20160612LGHH0",20160612,"HH","W",0.457142857142857,5,0.142857142857143,0.222222222222222,0,2,0,0.323529411764706,8,0.428571428571429,0.558823529411765,2,0.176470588235294,0.3,10,0,0.589285714285714,2016,"WIN",3,73,0.628846153846154,0.452357237715803,0.384297895500726,0.304527836504581,1,0.875,0.375,0.598846424797464,0.75,0.669052648556964,0.556600963820887,0.875,0.554506925268705,0.502777777777778,0.625,0.375,0.375
"60","20160614HHKT0",20160614,"HH","L",0.321428571428571,5.625,0.142857142857143,1,0,2,1,0.205882352941176,5,0.289473684210526,0.441176470588235,2,0.0882352941176471,0,9,0,0,2016,"LOOSE",0,73,0.427884615384615,0.485557768924303,0.384297895500726,0.797832980972516,1,0.875,0.625,0.338895737935893,0.5625,0.373647885785046,0.441229095566961,0.875,0.392095897644639,0.136111111111111,0.5625,0.375,0
"61","20160616HHKT0",20160616,"HH","L",0.387096774193548,7.875,0.129032258064516,0.625,1,2,2,0.324324324324324,1,0.324324324324324,0.513513513513513,1,0.108108108108108,0.222222222222222,7,0,0.589285714285714,2016,"LOOSE",0,73,0.525124069478908,0.6050796812749,0.35374871248654,0.559989429175476,1,0.875,0.875,0.600602848357339,0.3125,0.447660912542363,0.512167203750118,0.625,0.428674957920329,0.407716049382716,0.4375,0.375,0.375
"62","20160617WOHH0",20160617,"HH","W",0.25,5,0.28125,0.777777777777778,1,1,0,0.366666666666667,4,0.428571428571429,0.833333333333333,3,0.266666666666667,0.428571428571429,5,1,0.333333333333333,2016,"WIN",3,76,0.322115384615385,0.452357237715803,0.690107946298984,0.656888653981677,1,0.625,0.375,0.694161676646706,0.5,0.669052648556964,0.825801989746713,1,0.720527086839973,0.659920634920635,0.3125,0.625,0.0883333333333333
"63","20160618WOHH0",20160618,"HH","L",0.414634146341463,11,0.24390243902439,0.444444444444444,0,0,3,0.297297297297297,3,0.341463414634146,0.594594594594595,1,0.162162162162162,0.3,8,0,0.589285714285714,2016,"LOOSE",0,76,0.565900562851782,0.771082337317397,0.607580135580021,0.445472163495419,1,0.375,1,0.540884447321573,0.4375,0.484059553874484,0.591680248087283,0.625,0.528170001870208,0.502777777777778,0.5,0.375,0.375
